full_address,lon,lat,transfer_tax,property_tax,property_tax_list

"4975 Washington St #106, Boston, 2132",-71.150119,42.267884,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"33 Concord Sq #1, Boston, 2118",-71.079071,42.341703,0,129600.4,"[2930.0, 2930.0, 2930.0, 2930.0, 2930.0, 3144.1, 3421.0, 3690.48, 3933.81, 4273.3, 4236.2, 4383.9800000000005, 4684.27, 4887.64, 5071.9, 5393.06, 5413.46, 5678.82, 6113.08, 6619.8, 7008.96, 7273.0599999999995, 8319.9, 10185.48, 11218.1]"

"197 Commonwealth Ave #1, Boston, 2116",-71.081508,42.351219,0,6637.660000000001,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.21, 84.35000000000001, 165.70000000000002, 170.87, 238.09, 348.09000000000003, 476.44, 575.02, 641.92, 907.09, 1379.66, 1641.22]"

"348 Columbus Ave #348, Boston, 2116",-71.075149,42.345796,0,107948.97,"[2590.0, 2590.0, 2590.0, 2590.0, 2590.0, 2590.0, 2848.06, 3099.19, 3325.9700000000003, 3642.36, 3607.79, 3745.51, 4025.37, 4214.9, 4353.13, 4502.78, 4512.28, 4635.9400000000005, 4838.29, 5148.82, 5511.5, 5757.64, 6733.26, 8471.92, 9434.26]"

"360 Newbury St #602, Boston, 2115",-71.087641,42.348168,0,54471.770000000004,"[1300.0, 1300.0, 1300.0, 1300.0, 1300.0, 1300.0, 1300.0, 1300.0, 1476.4, 1722.5, 1695.6100000000001, 1802.74, 2020.43, 2167.85, 2275.37, 2391.78, 2399.17, 2495.36, 2652.76, 2836.43, 2977.48, 3073.21, 3452.66, 4128.87, 4503.150000000001]"

"17 Germania St #1, Boston, 2130",-71.102069,42.313979,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"76 Strathmore Rd #3, Boston, 2135",-71.149334,42.338549,0,284.58,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38.99, 245.59]"

"13 Bartlett St, Boston, 2129",-71.062,42.377466,0,21085.95,"[350.0, 350.0, 350.0, 350.0, 350.0, 350.0, 350.0, 350.0, 350.0, 350.0, 350.0, 435.6, 609.53, 727.33, 813.24, 906.26, 912.16, 989.02, 1114.79, 1261.55, 1374.25, 1450.74, 1753.93, 2294.2400000000002, 2593.31]"

"1 Seminary St #2, Boston, 2129",-71.065071,42.375125,19417,298797.31999999995,"[11520.0, 11520.0, 11520.0, 11520.0, 11520.0, 11520.0, 11520.0, 11520.0, 11520.0, 11520.0, 11520.0, 11520.0, 11520.0, 11520.0, 11520.0, 11520.0, 11520.0, 11520.0, 11520.0, 11520.0, 11520.0, 11838.24, 13099.619999999999, 15347.6, 16591.86]"

"6 Grove St #2, Boston, 2114",-71.068618,42.360951,0,2016.85,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55.67, 293.29, 716.75, 951.14]"

"31 Lorraine St #2, Boston, 2131",-71.144908,42.284183,0,29379.030000000006,"[950.0, 950.0, 950.0, 950.0, 950.0, 950.0, 950.0, 950.0, 950.0, 950.0, 950.0, 950.0, 950.0, 950.0, 950.0, 950.0, 955.94, 1033.3700000000001, 1160.07, 1307.92, 1421.46, 1498.52, 1803.95, 2348.26, 2649.54]"

"81 Child St #1, Boston, 2130",-71.111886,42.306893,0,2016.85,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55.67, 293.29, 716.75, 951.14]"

"211 W 2nd St #3, Boston, 2127",-71.050895,42.341052,0,644.5699999999999,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 215.37, 429.2]"

"173 Endicott St, Boston, 2113",-71.057508,42.365907,57619,120546.68,"[26000.0, 26000.0, 32480.0, 36066.68]"

"76 W Cedar St #5R, Boston, 2114",-71.070147,42.360181,0,12981.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 98.60000000000001, 78.2, 159.45000000000002, 324.56, 436.37, 517.92, 606.21, 611.8100000000001, 684.77, 804.15, 943.45, 1050.43, 1123.03, 1410.82, 1923.68, 2207.55]"

"5 Grove St #5, Boston, 2114",-71.06886,42.360938,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"307 Park St, Boston, 2132",-71.147868,42.280199,0,455.76000000000005,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 122.86, 332.90000000000003]"

"1633 Commonwealth Ave #19, Boston, 2135",-71.14395,42.343001,0,59.300000000000004,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59.300000000000004]"

"100 Fulton St #1A, Boston, 2109",-71.052884,42.36277,0,15488.2,"[0, 0, 0, 0, 0, 0, 0, 0, 42.17, 233.77, 212.83, 296.24, 465.72, 580.5, 664.21, 754.83, 760.59, 835.48, 958.02, 1101.01, 1210.83, 1285.3600000000001, 1580.77, 2107.2400000000002, 2398.63]"

"343 Commercial St #212, Boston, 2109",-71.051114,42.366097,30456,395888.88,"[14000.0, 14000.0, 14000.0, 14000.0, 14000.0, 14000.0, 14000.0, 14000.0, 14000.0, 14000.0, 14000.0, 14000.0, 14000.0, 14608.98, 15053.12, 15533.98, 15564.5, 15961.84, 16612.04, 17370.739999999998, 17953.4, 18348.86, 19916.239999999998, 22709.54, 24255.64]"

"120 Fulton St #2D, Boston, 2109",-71.052695,42.362941,0,97543.81000000001,"[2000.0, 2000.0, 2000.0, 2000.0, 2160.9900000000002, 2354.34, 2604.39, 2847.73, 3067.4700000000003, 3374.03, 3340.53, 3473.98, 3745.15, 3928.8, 4062.73, 4207.74, 4216.9400000000005, 4336.76, 4532.84, 4761.62, 4937.33, 5113.16, 6058.48, 7743.16, 8675.64]"

"343 Commercial St #302, Boston, 2109",-71.051114,42.366097,42451,491511.52,"[18000.0, 18000.0, 18000.0, 18000.0, 18000.0, 18000.0, 18000.0, 18000.0, 18000.0, 18000.0, 18000.0, 18000.0, 18000.0, 18000.0, 18000.0, 18528.0, 18561.52, 18997.82, 19711.78, 20544.86, 21184.66, 21618.88, 23339.96, 27814.32, 31209.72]"

"28-32 Atlantic Ave #317, Boston, 2110",-71.051048,42.363386,30533,390408.76,"[14500.0, 14500.0, 14500.0, 14500.0, 14500.0, 14500.0, 14500.0, 14500.0, 14500.0, 14500.0, 14500.0, 14500.0, 14500.0, 14500.0, 14500.0, 14500.0, 14529.48, 14913.380000000001, 15541.56, 16274.56, 16837.5, 17219.54, 18733.86, 21432.58, 22926.3]"

"300 Commercial St #203, Boston, 2109",-71.051232,42.365011,17433,283446.82,"[10500.0, 10500.0, 10500.0, 10500.0, 10500.0, 10500.0, 10500.0, 10500.0, 10500.0, 10500.0, 10500.0, 10500.0, 10500.0, 10500.0, 10500.0, 10500.0, 10500.0, 10500.0, 11035.48, 11660.34, 12140.220000000001, 12465.92, 13756.800000000001, 16057.36, 17330.7]"

"343 Commercial St #201, Boston, 2109",-71.051114,42.366097,16572,282575.32000000007,"[10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10374.98, 10780.98, 10806.779999999999, 11142.26, 11691.24, 12331.84, 12823.82, 13157.7, 14481.1, 16839.6, 18145.02]"

"357 Commercial St #409, Boston, 2109",-71.051154,42.366214,0,124975.65,"[4500.0, 4500.0, 4500.0, 4500.0, 4500.0, 4500.0, 4500.0, 4500.0, 4500.0, 4500.0, 4500.0, 4500.0, 4500.0, 4500.0, 4500.0, 4500.0, 4500.0, 4500.0, 4699.49, 4932.28, 5222.12, 5464.8, 6426.64, 8140.780000000001, 9089.54]"

"197 8th St #512, Boston, 2129",-71.05175,42.373761,0,36140.52,"[0, 0, 88.60000000000001, 170.01, 288.92, 431.72, 616.4, 796.13, 958.4200000000001, 1184.84, 1160.1000000000001, 1258.66, 1458.94, 1594.58, 1693.5, 1800.5900000000001, 1807.39, 1895.89, 2040.7, 2209.68, 2339.4500000000003, 2427.53, 2776.62, 3398.75, 3743.1]"

"36 Whitman St #3, Boston, 2124",-71.077055,42.28735,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"464 Commonwealth Ave #72, Boston, 2215",-71.093973,42.348734,0,3239.18,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110.21000000000001, 202.19, 264.62, 512.05, 953.02, 1197.09]"

"1442 Hyde Park Ave #1442, Boston, 2136",-71.126428,42.249352,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"10 Dalrymple St, Boston, 2130",-71.101064,42.31478,0,50051.12000000001,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1192.0, 1365.3700000000001, 1607.26, 1580.83, 1686.1200000000001, 1900.08, 2044.98, 2150.65, 2265.06, 2272.33, 2366.87, 2521.57, 2702.09, 2840.73, 2934.82, 3307.75, 3972.37, 4340.24]"

"38 Mount Ida Rd, Boston, 2122",-71.064756,42.305937,0,131236.28,"[4970.0, 4970.0, 4970.0, 4970.0, 4970.0, 4970.0, 4970.0, 4970.0, 4970.0, 4970.0, 4970.0, 4970.0, 4970.0, 4970.0, 4970.0, 4970.0, 4970.0, 4970.0, 4970.0, 4970.0, 4970.0, 4970.0, 5877.16, 7547.34, 8471.78]"

"6 Highfield Ter, Boston, 2131",-71.12794,42.277062,0,4604.700000000001,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56.39, 162.58, 286.48, 381.63, 446.21000000000004, 702.19, 1158.3600000000001, 1410.8600000000001]"

"130 Callender St, Boston, 2124",-71.084258,42.28801,0,15184.28,"[0, 0, 0, 0, 0, 0, 0, 0, 26.92, 217.94, 197.07, 280.22, 449.19, 563.62, 647.07, 737.4300000000001, 743.16, 817.83, 940.0, 1082.56, 1192.05, 1266.3500000000001, 1560.8700000000001, 2085.7400000000002, 2376.26]"

"102 Harrishof St, Boston, 2121",-71.089333,42.316957,0,16487.26,"[0, 0, 0, 0, 0, 0, 0, 0, 92.3, 285.8, 264.66, 348.89, 520.0600000000001, 635.98, 720.52, 812.0500000000001, 817.86, 893.49, 1017.26, 1161.67, 1272.58, 1347.8500000000001, 1646.2, 2177.9, 2472.19]"

"25 Alpheus Rd, Boston, 2131",-71.128353,42.271373,0,13371.490000000002,"[490.0, 490.0, 490.0, 490.0, 490.0, 490.0, 490.0, 490.0, 490.0, 490.0, 490.0, 490.0, 490.0, 490.0, 490.0, 490.0, 490.0, 490.0, 490.0, 490.0, 490.0, 490.0, 490.0, 929.2, 1172.29]"

"154 Arlington St, Boston, 2136",-71.12196,42.262791,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"16 Glenwood Ave #16, Boston, 2136",-71.127716,42.248971,0,682.35,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 233.88, 448.47]"

"22-24 Maynard St, Boston, 2131",-71.124119,42.27612,0,26681.77,"[199.0, 199.0, 199.0, 199.0, 199.0, 199.0, 199.0, 365.36, 515.59, 725.19, 702.29, 793.52, 978.91, 1104.47, 1196.04, 1295.18, 1301.47, 1383.39, 1517.44, 1673.8600000000001, 1793.99, 1875.52, 2198.67, 2774.56, 3093.32]"

"33 Davison St, Boston, 2136",-71.119203,42.256623,0,45789.909999999996,"[700.0, 700.0, 700.0, 700.0, 700.0, 700.0, 893.8000000000001, 1082.4, 1252.7, 1490.31, 1464.3500000000001, 1567.78, 1777.94, 1920.28, 2024.0900000000001, 2136.4700000000003, 2143.61, 2236.4700000000003, 2388.44, 2565.76, 2701.9500000000003, 2794.37, 3160.71, 3813.56, 4174.92]"

"19 Rosemary St #3, Boston, 2130",-71.113747,42.304222,0,2247.09,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39.1, 99.56, 339.24, 766.38, 1002.8100000000001]"

"8 Boylston St #2, Boston, 2130",-71.110995,42.319261,0,30006.32,"[1150.0, 1150.0, 1150.0, 1150.0, 1150.0, 1150.0, 1150.0, 1150.0, 1150.0, 1150.0, 1150.0, 1150.0, 1150.0, 1150.0, 1150.0, 1150.0, 1150.0, 1150.0, 1150.0, 1150.0, 1150.0, 1150.0, 1150.0, 1642.0, 1914.32]"

"231-233 Wood Ave, Boston, 2136",-71.110822,42.265862,0,12872.58,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 92.65, 72.28, 153.44, 318.35, 430.03000000000003, 511.49, 599.67, 605.27, 678.14, 797.38, 936.52, 1043.3700000000001, 1115.89, 1403.34, 1915.6100000000001, 2199.15]"

"2420 Beacon St #PH1, Boston, 2467",-71.150366,42.336164,0,80061.20999999999,"[2500.0, 2500.0, 2500.0, 2500.0, 2500.0, 2500.0, 2500.0, 2500.0, 2500.0, 2500.0, 2470.0, 2589.52, 2832.38, 2996.86, 3116.81, 3246.6800000000003, 3254.9300000000003, 3362.2400000000002, 3537.85, 3742.76, 3900.13, 4006.9300000000003, 4430.26, 5369.36, 6204.5]"

"25 Philbrick St, Boston, 2131",-71.118077,42.285955,0,8001.780000000001,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.16, 111.29, 187.96, 270.97, 276.24, 344.83, 457.07, 588.04, 688.63, 756.89, 1027.47, 1509.67, 1776.56]"

"21 W Milton St, Boston, 2136",-71.142379,42.240314,0,78.26,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78.26]"

"3147-3149 Washington St, Boston, 2130",-71.10019,42.314023,0,72534.2,"[1750.0, 1750.0, 1750.0, 1750.0, 1750.0, 1750.0, 1750.0, 1966.0, 2161.04, 2433.16, 2403.43, 2521.89, 2762.59, 2925.6, 3044.48, 3173.2000000000003, 3181.37, 3287.73, 3461.77, 3664.85, 3820.82, 3926.67, 4346.22, 5187.84, 6015.54]"

"59-61 Gordon Ave, Boston, 2136",-71.127254,42.257711,0,22882.579999999998,"[0, 0, 0, 0, 0, 0, 86.58, 249.35, 396.34000000000003, 601.4, 578.99, 668.25, 849.64, 972.48, 1062.07, 1159.06, 1165.22, 1245.3700000000001, 1376.52, 1529.56, 1647.0900000000001, 1726.8600000000001, 2043.02, 2606.46, 2918.32]"

"689 Saratoga St, Boston, 2128",-71.019688,42.382737,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"33 Nelson St, Boston, 2124",-71.082744,42.282291,0,71.48,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71.48]"

"140 Minden St, Boston, 2130",-71.106159,42.32523,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"28 Brookledge St, Boston, 2121",-71.090492,42.310141,0,116413.08,"[4450.0, 4450.0, 4450.0, 4450.0, 4450.0, 4450.0, 4450.0, 4450.0, 4450.0, 4450.0, 4450.0, 4450.0, 4450.0, 4450.0, 4450.0, 4450.0, 4450.0, 4450.0, 4450.0, 4450.0, 4450.0, 4450.0, 4894.14, 6371.360000000001, 7247.58]"

"34 Intervale St, Boston, 2121",-71.080473,42.311877,0,45642.799999999996,"[1650.0, 1650.0, 1650.0, 1650.0, 1650.0, 1650.0, 1650.0, 1650.0, 1650.0, 1650.0, 1650.0, 1650.0, 1650.0, 1650.0, 1650.0, 1650.0, 1650.0, 1650.0, 1650.0, 1809.6000000000001, 1932.17, 2015.3500000000001, 2345.08, 2932.68, 3257.92]"

"867 Adams St #867, Boston, 2124",-71.058954,42.281289,0,29128.58,"[1250.0, 1250.0, 1250.0, 1250.0, 1250.0, 1250.0, 1250.0, 1250.0, 1250.0, 1250.0, 1250.0, 1250.0, 1250.0, 1250.0, 1400.0, 1515.2, 1593.38, 1903.27, 2455.53, 2761.2000000000003]"

"67 Tremont St, Boston, 2129",-71.057419,42.37579,22931,328777.74000000005,"[12700.0, 12700.0, 12700.0, 12700.0, 12700.0, 12700.0, 12700.0, 12700.0, 12700.0, 12700.0, 12700.0, 12700.0, 12700.0, 12700.0, 12700.0, 12700.0, 12700.0, 12700.0, 12700.0, 12700.0, 12700.0, 13032.400000000001, 14349.92, 16697.9, 17997.52]"

"108 Southern Ave, Boston, 2124",-71.076434,42.289865,8828,208162.26,"[8000.0, 8000.0, 8000.0, 8000.0, 8000.0, 8000.0, 8000.0, 8000.0, 8000.0, 8000.0, 8000.0, 8000.0, 8000.0, 8000.0, 8000.0, 8000.0, 8000.0, 8000.0, 8000.0, 8000.0, 8000.0, 8000.0, 9081.0, 11007.48, 12073.779999999999]"

"128 Delhi St #1, Boston, 2126",-71.088818,42.276723,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"200 H St #1, Boston, 2127",-71.041305,42.33129,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"331 E St #2, Boston, 2127",-71.048808,42.338083,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"936 E 4th St #2, Boston, 2127",-71.025522,42.335009,0,52135.09000000001,"[1860.0, 1860.0, 1860.0, 1860.0, 1860.0, 1860.0, 1860.0, 1860.0, 1860.0, 1860.0, 1860.0, 1860.0, 1860.0, 1860.0, 1860.0, 1860.0, 1860.0, 1860.0, 2004.05, 2172.15, 2301.25, 2388.87, 2736.14, 3355.04, 3697.59]"

"1 Charles St S #1205, Boston, 2116",-71.067469,42.352495,10118,185421.0,"[8600.0, 8600.0, 8600.0, 8600.0, 8600.0, 8600.0, 8600.0, 8600.0, 8600.0, 8600.0, 8600.0, 8600.0, 8600.0, 8600.0, 8600.0, 8600.0, 8600.0, 8600.0, 8600.0, 10488.0, 11533.0]"

"350 North St #500, Boston, 2113",-71.051744,42.365541,0,17562.32,"[420.0, 420.0, 420.0, 420.0, 420.0, 420.0, 420.0, 420.0, 420.0, 420.0, 420.0, 420.0, 420.0, 420.0, 501.3, 589.32, 594.91, 667.64, 786.66, 925.54, 1032.2, 1104.59, 1391.5, 1902.82, 2185.84]"

"1 Charles St S #307, Boston, 2116",-71.067367,42.351787,0,48756.92,"[2150.0, 2150.0, 2150.0, 2150.0, 2150.0, 2150.0, 2150.0, 2150.0, 2150.0, 2150.0, 2150.0, 2150.0, 2150.0, 2150.0, 2150.0, 2150.0, 2278.7000000000003, 2366.04, 2712.2400000000002, 3329.2200000000003, 3670.7200000000003]"

"485-495 Harrison Ave #501, Boston, 2118",-71.066283,42.34195,0,70273.62,"[1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1721.0, 1936.07, 2130.28, 2401.23, 2371.62, 2489.57, 2729.2400000000002, 2891.55, 3009.92, 3138.08, 3146.2200000000003, 3252.12, 3425.42, 3627.63, 3782.92, 3888.32, 4306.07, 5101.1, 5925.26]"

"505 Tremont St #304, Boston, 2116",-71.070261,42.34481,10331,291835.9,"[7500.0, 7500.0, 8107.5, 8893.14, 9657.720000000001, 10348.14, 11311.380000000001, 11206.119999999999, 11625.42, 12477.44, 13054.46, 13475.28, 13930.880000000001, 13959.82, 14336.300000000001, 14952.36, 15671.22, 16223.300000000001, 16597.98, 18083.08, 20729.72, 22194.64]"

"493 Massachusetts Ave #4, Boston, 2118",-71.080662,42.339388,0,10479.230000000001,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14.59, 175.06, 283.73, 362.99, 448.8, 454.24, 525.15, 641.1800000000001, 776.57, 880.54, 951.11, 1230.81, 1729.28, 2005.18]"

"70 Lincoln St #L412, Boston, 2111",-71.057924,42.352217,0,78667.83,"[3625.0, 3625.0, 3625.0, 3625.0, 3625.0, 3625.0, 3625.0, 3625.0, 3625.0, 3625.0, 3625.0, 3737.12, 3920.6, 4134.6900000000005, 4299.12, 4410.71, 4853.01, 6282.5, 7155.08]"

"49 Monument Sq #1, Boston, 2129",-71.060647,42.375388,0,15089.320000000002,"[0, 0, 0, 0, 0, 0, 0, 0, 22.150000000000002, 212.99, 192.14000000000001, 275.22, 444.02, 558.35, 641.72, 731.99, 737.72, 812.3100000000001, 934.37, 1076.8, 1186.18, 1260.41, 1554.65, 2079.03, 2369.27]"

"1176 Morton St, Boston, 2126",-71.072537,42.275313,0,954.8600000000001,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 367.40000000000003, 587.46]"

"339 Poplar St, Boston, 2131",-71.123792,42.278575,0,3349.13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.04, 126.18, 218.45000000000002, 281.07, 529.29, 971.63, 1216.47]"

"345 Grove St, Boston, 2132",-71.156417,42.257952,0,35047.17,"[1350.0, 1350.0, 1350.0, 1350.0, 1350.0, 1350.0, 1350.0, 1350.0, 1350.0, 1350.0, 1350.0, 1350.0, 1350.0, 1350.0, 1350.0, 1350.0, 1350.0, 1350.0, 1350.0, 1350.0, 1350.0, 1350.0, 1350.0, 1858.0, 2139.17]"

"118 Riverway #32, Boston, 2215",-71.104849,42.343359,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"1330 Commonwealth Ave #14, Boston, 2134",-71.13569,42.347888,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"2001 Commonwealth Ave #6, Boston, 2135",-71.158867,42.340027,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"40 Baxter St #6, Boston, 2127",-71.054505,42.336119,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"8 Whittier Pl #21E, Boston, 2114",-71.067451,42.365893,0,8709.32,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 135.62, 212.66, 296.06, 301.36, 370.28000000000003, 483.05, 614.65, 715.71, 784.3000000000001, 1056.16, 1540.65, 1808.82]"

"6 Whittier Pl #5H, Boston, 2114",-71.06722,42.366192,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"8 Whittier Pl #7C, Boston, 2114",-71.067225,42.366178,0,3830.1299999999997,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68.82000000000001, 190.48, 283.91, 347.31, 598.64, 1046.53, 1294.44]"

"8 Whittier Pl #5A, Boston, 2114",-71.067225,42.366178,0,168.75,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 168.75]"

"1 Avery St #29D, Boston, 2111",-71.062515,42.35337,59370,665886.54,"[22000.0, 22000.0, 22000.0, 22000.0, 22000.0, 22000.0, 22000.0, 22000.0, 22000.0, 22000.0, 22000.0, 22000.0, 23184.0, 23985.86, 24570.64, 25407.56, 25487.96, 26534.28, 28246.52, 30244.440000000002, 31778.84, 32820.16, 36947.72, 44303.56, 48375.0]"

"110 Stuart St #20G, Boston, 2116",-71.065413,42.351007,84903,695150.2,"[37000.0, 37000.0, 37000.0, 37000.0, 37000.0, 37000.0, 38472.0, 38565.44, 39781.8, 41772.240000000005, 44094.76, 45878.479999999996, 47089.0, 51887.2, 60438.16, 65171.12]"

"26 Stillman St #1-2, Boston, 2113",-71.056946,42.363764,0,34613.86,"[0, 0, 37.2, 117.79, 235.5, 376.86, 559.67, 737.58, 898.23, 1122.3700000000001, 1097.88, 1195.44, 1393.7, 1527.97, 1625.88, 1731.9, 1738.63, 1826.23, 1969.5800000000002, 2136.85, 2265.32, 2352.5, 2698.07, 3313.92, 3654.79]"

"251 Roxbury St #3, Boston, 2119",-71.093231,42.330182,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"455 Main St, Boston, 2129",-71.071614,42.382586,0,103827.05,"[3800.0, 3800.0, 3800.0, 3800.0, 3800.0, 3800.0, 3800.0, 3800.0, 3800.0, 3800.0, 3800.0, 3800.0, 3800.0, 3800.0, 3940.8, 3949.7400000000002, 4066.08, 4256.47, 4478.63, 4649.24, 4765.03, 5447.98, 7083.82, 7989.26]"

"15 Waltham St #B301, Boston, 2118",-71.068276,42.341368,0,103491.97,"[4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4008.9900000000002, 4126.11, 4317.76, 4541.39, 4713.13, 4829.6900000000005, 5583.38, 7230.04, 8141.48]"

"1691 Commonwealth Ave #27, Boston, 2135",-71.146482,42.341899,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"11 Follen St #2F, Boston, 2116",-71.079687,42.345078,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"724 Parker St, Boston, 2120",-71.097447,42.330827,41634,488813.12,"[18980.0, 18980.0, 18980.0, 18980.0, 18980.0, 18980.0, 18980.0, 18980.0, 18980.0, 18980.0, 18980.0, 18980.0, 18980.0, 18980.0, 18980.0, 18980.0, 18980.0, 18980.0, 18980.0, 18980.0, 18980.0, 19387.760000000002, 21003.98, 23884.3, 25957.08]"

"25-A Business Ter #25A, Boston, 2136",-71.126447,42.254364,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

