full_address,lon,lat,transfer_tax,property_tax,property_tax_list
"10 Brinton St #1, Boston, 2119",-71.092473,42.320283,6829,79464.7,"[7200.0, 7200.0, 7200.0, 7732.8, 8141.98, 8419.68, 9520.400000000001, 11482.04, 12567.8]"

"10 Brinton St #2, Boston, 2119",-71.092473,42.320283,6829,79464.7,"[7200.0, 7200.0, 7200.0, 7732.8, 8141.98, 8419.68, 9520.400000000001, 11482.04, 12567.8]"

"10 Carmel St, Boston, 2120",-71.099961,42.332383,0,126817.07999999999,"[3950.0, 3950.0, 3950.0, 3950.0, 3950.0, 3950.0, 3950.0, 3950.0, 3950.0, 3950.0, 3914.2000000000003, 4056.82, 4346.64, 4542.92, 4686.06, 4841.04, 4850.88, 4978.9400000000005, 5377.0, 5866.06, 6241.64, 6496.54, 7506.88, 9307.42, 10304.04]"

"635 Dorchester Ave, Boston, 2127",-71.057042,42.328277,66697,767375.24,"[29000.0, 29000.0, 29000.0, 29000.0, 29000.0, 29000.0, 29000.0, 29000.0, 29000.0, 29000.0, 29000.0, 29000.0, 29000.0, 29000.0, 29000.0, 29000.0, 29000.0, 29000.0, 29000.0, 29000.0, 30512.0, 31538.12, 35605.4, 42853.84, 46865.880000000005]"

"10 Centre Ave, Boston, 2124",-71.062372,42.292882,24860,344225.96,"[13200.0, 13200.0, 13200.0, 13200.0, 13200.0, 13200.0, 13200.0, 13200.0, 13200.0, 13200.0, 13200.0, 13200.0, 13200.0, 13200.0, 13200.0, 13200.0, 13200.0, 13200.0, 13200.0, 13200.0, 13707.6, 14052.08, 15417.52, 17850.940000000002, 19197.82]"

"10 Cherokee St, Boston, 2120",-71.100501,42.330032,31044,394817.22000000003,"[15000.0, 15000.0, 15000.0, 15000.0, 15000.0, 15000.0, 15000.0, 15000.0, 15000.0, 15000.0, 15000.0, 15000.0, 15000.0, 15000.0, 15000.0, 15000.0, 15000.0, 15000.0, 15000.0, 15720.0, 16272.960000000001, 16648.22, 18135.7, 20786.54, 22253.8]"

"10 Cherokee St, Boston, 2120",-71.100501,42.330032,0,37294.06,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1192.0, 1322.03, 1416.8600000000001, 1519.53, 1526.05, 1610.89, 1749.71, 1911.71, 2036.1200000000001, 2120.55, 2455.2200000000003, 3051.64, 3381.75]"

"10 Claremont Park, Boston, 2118",-71.082644,42.342097,154862,2283628.04,"[89000.0, 89000.0, 89000.0, 89000.0, 89000.0, 89000.0, 89000.0, 89000.0, 89000.0, 89000.0, 89000.0, 89000.0, 89000.0, 89000.0, 89000.0, 89000.0, 89000.0, 89000.0, 89000.0, 89000.0, 89000.0, 90728.0, 97577.2, 109783.36, 116539.48]"

"10 Concord Sq #3, Boston, 2118",-71.079273,42.341755,28106,381128.38,"[15000.0, 15000.0, 15000.0, 15000.0, 15000.0, 15000.0, 15000.0, 15000.0, 15000.0, 15000.0, 15000.0, 15000.0, 15000.0, 15000.0, 15000.0, 15000.0, 15000.0, 15000.0, 15000.0, 15000.0, 15000.0, 15000.0, 15000.0, 17400.0, 18728.38]"

"10 Crescent Ave, Boston, 2125",-71.055987,42.318921,0,1310.02,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90.07000000000001, 497.28000000000003, 722.67]"

"10 Derry Rd, Boston, 2136",-71.114047,42.266536,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"10 Eastman St, Boston, 2125",-71.064326,42.319716,5621,179494.16,"[7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 8760.0, 9734.16]"

"10 Edison Grn, Boston, 2125",-71.077969,42.28747,0,86048.79,"[3160.0, 3160.0, 3160.0, 3160.0, 3160.0, 3160.0, 3160.0, 3160.0, 3160.0, 3160.0, 3160.0, 3160.0, 3160.0, 3160.0, 3160.0, 3160.0, 3160.0, 3160.0, 3331.35, 3531.31, 3684.87, 3789.09, 4202.18, 4938.35, 5691.64]"

"10 Fairfield St, Boston, 2116",-71.08315,42.351876,105590,1359808.9199999997,"[41000.0, 41000.0, 41000.0, 41000.0, 41000.0, 41000.0, 41000.0, 41000.0, 43688.0, 47438.119999999995, 47028.36, 48660.84, 51977.96, 54224.520000000004, 55862.880000000005, 57636.68, 57749.32, 59215.08, 61613.56, 64412.32, 66561.72, 68020.48000000001, 73802.44, 84106.64, 89810.0]"

"10 Fairway St, Boston, 2126",-71.09399,42.268595,61136,691942.0199999999,"[22230.0, 22230.0, 22230.0, 22230.0, 22230.0, 22230.0, 22230.0, 22230.0, 22230.0, 22230.0, 22230.0, 22825.68, 24036.100000000002, 24855.84, 25907.36, 27201.88, 27284.08, 28353.8, 30104.2, 32146.72, 33715.36, 34779.96, 38999.6, 46519.56, 50681.880000000005]"

"10 Fox St, Boston, 2122",-71.062699,42.306498,0,2718.33,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30.13, 120.67, 182.12, 425.68, 859.74, 1099.99]"

"10 Fox St, Boston, 2122",-71.062699,42.306498,0,5224.87,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45.18, 50.230000000000004, 115.88, 223.31, 348.67, 444.95, 510.29, 769.27, 1230.81, 1486.28]"

"10 Haynes St, Boston, 2128",-71.038597,42.367057,0,32524.250000000004,"[1200.0, 1200.0, 1200.0, 1200.0, 1200.0, 1200.0, 1200.0, 1200.0, 1200.0, 1200.0, 1200.0, 1200.0, 1200.0, 1200.0, 1200.0, 1200.0, 1200.0, 1200.0, 1200.0, 1200.0, 1200.0, 1274.4, 1569.29, 2094.84, 2385.7200000000003]"

"10 Holborn St #1, Boston, 2121",-71.08193,42.314987,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"

"38 Haverford St, Boston, 2130",-71.102167,42.313008,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"30 Longfellow St, Boston, 2122",-71.06683,42.302576,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"10 Lamson Ct, Boston, 2128",-71.032696,42.36634,1697,144308.98,"[5604.0, 5604.0, 5604.0, 5604.0, 5604.0, 5604.0, 5604.0, 5604.0, 5604.0, 5604.0, 5604.0, 5604.0, 5604.0, 5604.0, 5604.0, 5604.0, 5604.0, 5604.0, 5604.0, 5604.0, 5604.0, 5604.0, 5604.0, 7252.32, 8164.66]"

"10 Lamson Ct, Boston, 2128",-71.032696,42.36634,0,39694.36,"[1350.0, 1350.0, 1350.0, 1350.0, 1350.0, 1350.0, 1350.0, 1350.0, 1350.0, 1350.0, 1350.0, 1350.0, 1350.0, 1350.0, 1350.0, 1350.0, 1350.0, 1432.54, 1567.63, 1725.25, 1846.31, 1928.46, 2254.1, 2834.43, 3155.64]"

"10 Lewiston St, Boston, 2136",-71.112281,42.266851,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"3702 Washington St, Boston, 2130",-71.114334,42.299443,0,60472.10999999999,"[2300.0, 2300.0, 2300.0, 2300.0, 2300.0, 2300.0, 2300.0, 2300.0, 2300.0, 2300.0, 2300.0, 2300.0, 2300.0, 2300.0, 2300.0, 2300.0, 2300.0, 2300.0, 2300.0, 2300.0, 2300.0, 2387.6, 2734.81, 3353.6, 3696.1]"

"10 Mcbride St, Boston, 2130",-71.114652,42.306036,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"11 Montvale St, Boston, 2131",-71.145845,42.285525,0,133142.78,"[5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5240.0, 6191.28, 7886.58, 8824.92]"

"10 Moreland St, Boston, 2119",-71.082588,42.325899,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"10 Mount Pleasant Ave, Boston, 2119",-71.07933,42.328193,0,18699.2,"[600.0, 600.0, 600.0, 600.0, 600.0, 600.0, 600.0, 600.0, 600.0, 600.0, 600.0, 600.0, 600.0, 600.0, 600.0, 600.0, 600.0, 600.0, 600.0, 734.4, 837.61, 907.6700000000001, 1185.33, 1680.15, 1954.04]"

"6-10 Malcolm X Blvd, Boston, 2119",-71.130027,42.302979,941584,12235311.2,"[485000.0, 485000.0, 485000.0, 485000.0, 485000.0, 485000.0, 485000.0, 485000.0, 485000.0, 485000.0, 485000.0, 485000.0, 485000.0, 485000.0, 485000.0, 485000.0, 485000.0, 485000.0, 485000.0, 485000.0, 485000.0, 485000.0, 485000.0, 528200.0, 552111.2]"

"10 National St, Boston, 2127",-71.046602,42.334859,0,20891.14,"[650.0, 650.0, 650.0, 650.0, 650.0, 650.0, 650.0, 650.0, 650.0, 650.0, 650.0, 650.0, 650.0, 650.0, 650.0, 650.0, 650.0, 650.0, 768.65, 907.09, 1013.4200000000001, 1085.58, 1371.6000000000001, 1881.33, 2163.4700000000003]"

"10 Newmarket Sq, Boston, 2118",-71.064812,42.330781,57795,632349.0599999999,"[23000.0, 23000.0, 23000.0, 23000.0, 23000.0, 23000.0, 23000.0, 23000.0, 23000.0, 23000.0, 23000.0, 23000.0, 23000.0, 23000.0, 23000.0, 23000.0, 23000.0, 23493.98, 24302.36, 25491.24, 26940.08, 27923.36, 31820.760000000002, 38766.44, 42610.84]"

"10 Otis Pl #4B, Boston, 2108",-71.071928,42.35712,45475,520872.9,"[20000.0, 20000.0, 20000.0, 20000.0, 20000.0, 20000.0, 20000.0, 20000.0, 20000.0, 20000.0, 20000.0, 20000.0, 20000.0, 20000.0, 20000.0, 20000.0, 20000.0, 20000.0, 20000.0, 20000.0, 20630.0, 21057.559999999998, 22752.260000000002, 26544.88, 29888.2]"

"107 Warren St, Boston, 2129",-71.063094,42.374822,20846,310992.74,"[12000.0, 12000.0, 12000.0, 12000.0, 12000.0, 12000.0, 12000.0, 12000.0, 12000.0, 12000.0, 12000.0, 12000.0, 12000.0, 12000.0, 12000.0, 12000.0, 12000.0, 12000.0, 12000.0, 12000.0, 12000.0, 12324.0, 13608.22, 15896.880000000001, 17163.64]"

"10 Radcliffe Rd #6, Boston, 2134",-71.133695,42.350857,0,12550.220000000001,"[425.0, 425.0, 425.0, 425.0, 425.0, 425.0, 425.0, 425.0, 425.0, 425.0, 425.0, 425.0, 425.0, 425.0, 425.0, 425.0, 425.0, 425.0, 425.0, 425.0, 425.0, 425.0, 679.97, 1134.3700000000001, 1385.88]"

"10 Rockway St, Boston, 2126",-71.094635,42.270661,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"10 Roxbury St, Boston, 2119",-71.086379,42.329652,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"4 Kearsarge Ave #1, Boston, 2119",-71.082873,42.327542,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"4 Kearsarge Ave #2, Boston, 2119",-71.082873,42.327542,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"10 Rutland Sq, Boston, 2118",-71.077878,42.341258,51450,589688.8400000001,"[19500.0, 19500.0, 19500.0, 19500.0, 19500.0, 19500.0, 19500.0, 19500.0, 19500.0, 19500.0, 19500.0, 20052.0, 21173.66, 21933.3, 22487.3, 23087.100000000002, 23125.18, 23620.82, 24431.84, 25756.44, 27210.04, 28196.56, 32106.8, 39075.36, 42932.44]"

"10-12 Spaulding St, Boston, 2122",-71.054165,42.292474,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"31 Edison Grn, Boston, 2125",-71.077956,42.286688,0,2711.3199999999997,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29.05, 119.58, 181.01, 424.52, 858.48, 1098.68]"

"10 Sutton St, Boston, 2126",-71.089137,42.281952,0,53950.38,"[2100.0, 2100.0, 2100.0, 2100.0, 2100.0, 2100.0, 2100.0, 2100.0, 2100.0, 2100.0, 2100.0, 2100.0, 2100.0, 2100.0, 2100.0, 2100.0, 2100.0, 2100.0, 2100.0, 2100.0, 2100.0, 2100.0, 2100.0, 2668.0, 2982.38]"

"14 Taber St, Boston, 2119",-71.083047,42.330175,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"14 Taber St, Boston, 2119",-71.083047,42.330175,60634,665357.4400000001,"[25000.0, 25000.0, 25000.0, 25000.0, 25000.0, 25000.0, 25000.0, 25000.0, 25000.0, 25000.0, 25000.0, 25000.0, 25000.0, 25000.0, 25000.0, 25000.0, 25000.0, 25000.0, 25000.0, 25000.0, 26440.0, 27417.28, 31290.88, 38194.16, 42015.119999999995]"

"24 Temple Pl, Boston, 2111",-71.061924,42.3552,2991422,31047849.279999997,"[941600.0, 941600.0, 969504.8, 985896.84, 1009837.48, 1038588.0800000001, 1075770.08, 1111954.72, 1144629.48, 1190215.4000000001, 1185234.52, 1205078.28, 1245400.8, 1272709.2, 1292624.84, 1314186.84, 1315556.04, 1333373.24, 1362529.08, 1396549.8, 1422677.68, 1440409.84, 1510694.08, 1635949.6, 1705278.56]"

"10 Wadsworth St, Boston, 2134",-71.126413,42.3552,0,1472.25,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 140.70000000000002, 551.96, 779.59]"

"10 Wellington St, Boston, 2118",-71.081361,42.341128,87131,1195836.56,"[47000.0, 47000.0, 47000.0, 47000.0, 47000.0, 47000.0, 47000.0, 47000.0, 47000.0, 47000.0, 47000.0, 47000.0, 47000.0, 47000.0, 47000.0, 47000.0, 47000.0, 47000.0, 47000.0, 47000.0, 47000.0, 47000.0, 47000.0, 55160.0, 59676.56]"

"10-12 Wiget St, Boston, 2113",-71.056446,42.364087,134991,1842311.5600000003,"[69000.0, 69000.0, 69000.0, 69000.0, 69000.0, 69000.0, 69000.0, 69000.0, 69000.0, 69000.0, 69000.0, 69000.0, 69000.0, 69000.0, 69000.0, 69000.0, 69123.95999999999, 70737.6, 73378.08, 76459.16, 78825.44, 80431.32, 86796.6, 98140.32, 104419.08]"

"1 Hartford Ter, Boston, 2125",-71.073476,42.317768,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"10 Winthrop St, Boston, 2128",-71.039557,42.369956,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"10 Arlington St, Boston, 2116",-71.06997,42.350634,1917655,21864302.680000003,"[845000.0, 845000.0, 845000.0, 845000.0, 845000.0, 845000.0, 845000.0, 845000.0, 845000.0, 845000.0, 845000.0, 845000.0, 845000.0, 845000.0, 845000.0, 845000.0, 845000.0, 845000.0, 863899.96, 885953.56, 902890.76, 914385.4400000001, 959946.56, 1041142.28, 1086084.12]"

"12 Ellis St #2, Boston, 2136",-71.131212,42.249192,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"10-12 Hunnewell Ave, Boston, 2135",-71.169281,42.351936,9612,215284.22,"[8420.0, 8420.0, 8420.0, 8420.0, 8420.0, 8420.0, 8420.0, 8420.0, 8420.0, 8420.0, 8420.0, 8420.0, 8420.0, 8420.0, 8420.0, 8420.0, 8420.0, 8420.0, 8420.0, 8420.0, 8420.0, 8420.0, 8420.0, 10293.6, 11330.619999999999]"

"10-12 Johnson Ter, Boston, 2124",-71.080119,42.287997,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"51 Province St, Boston, 2108",-71.060208,42.356904,3771,223239.31999999998,"[6000.0, 6000.0, 6000.0, 6000.0, 6000.0, 6000.0, 6000.0, 6000.0, 6588.0, 7408.34, 7318.700000000001, 7675.8, 8401.42, 8892.86, 9251.24, 9639.26, 9663.900000000001, 9984.54, 10509.220000000001, 11121.44, 11591.619999999999, 11910.720000000001, 13175.52, 15429.56, 16677.18]"

"10-18 Brainerd Rd, Boston, 2134",-71.130359,42.348951,941729,11182894.12,"[429000.0, 429000.0, 429000.0, 429000.0, 429000.0, 429000.0, 429000.0, 429000.0, 429000.0, 429000.0, 429000.0, 429000.0, 429000.0, 429000.0, 429000.0, 429000.0, 429483.96, 435782.28, 446088.72000000003, 458114.84, 467350.88, 473619.12, 498464.2, 542741.36, 567248.76]"

"10-12 Julian St, Boston, 2125",-71.077331,42.319393,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"18 Julian St, Boston, 2125",-71.076892,42.319413,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"10 Channel Center St, Boston, 2210",-71.051619,42.345233,9417297,102409249.84,"[3945000.0, 3945000.0, 3945000.0, 3945000.0, 3945000.0, 3945000.0, 3945000.0, 3945000.0, 3945000.0, 3945000.0, 3945000.0, 3945000.0, 3945000.0, 3945000.0, 3945000.0, 3945000.0, 3948999.96, 4001051.96, 4086229.08, 4185618.56, 4261949.72, 4313753.12, 4519084.48, 4885011.24, 5087551.72]"

"443 Poplar St, Boston, 2131",-71.127048,42.275233,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"100 Beacon St #5B, Boston, 2116",-71.073021,42.35531,118049,1750330.68,"[69000.0, 69000.0, 69000.0, 69000.0, 69000.0, 69000.0, 69000.0, 69000.0, 69000.0, 69000.0, 69000.0, 69000.0, 69000.0, 69000.0, 69000.0, 69000.0, 69000.0, 69000.0, 69000.0, 69000.0, 69000.0, 69000.0, 69000.0, 78920.0, 84410.68]"

"100 Belvidere St #10B, Boston, 2116",-71.083886,42.346046,324394,4463054.4399999995,"[181000.0, 181000.0, 181000.0, 181000.0, 181000.0, 181000.0, 181000.0, 181000.0, 181000.0, 181000.0, 181000.0, 181000.0, 181000.0, 181000.0, 181000.0, 181000.0, 181000.0, 181000.0, 181000.0, 185248.0, 188130.96, 199558.12, 219922.76, 231194.6]"

"98-100 Condor St, Boston, 2128",-71.036511,42.382684,71317,819822.9200000002,"[30000.0, 30000.0, 30000.0, 30000.0, 30000.0, 30000.0, 30000.0, 30000.0, 30000.0, 30000.0, 30000.0, 30000.0, 30000.0, 30000.0, 30000.0, 30000.0, 30000.0, 30000.0, 31785.0, 33867.84, 35467.44, 36553.04, 40856.04, 48524.520000000004, 52769.04]"

"358 Dorchester St #1, Boston, 2127",-71.055077,42.33043,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"100 H St, Boston, 2127",-71.041401,42.334306,25858,360964.96,"[14200.0, 14200.0, 14200.0, 14200.0, 14200.0, 14200.0, 14200.0, 14200.0, 14200.0, 14200.0, 14200.0, 14200.0, 14200.0, 14200.0, 14200.0, 14200.0, 14200.0, 14200.0, 14200.0, 14200.0, 14200.0, 14200.0, 14200.0, 16536.0, 17828.96]"

"100 Hackensack Rd, Boston, 2467",-71.143417,42.299314,0,2928.52,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62.45, 153.57, 215.41, 460.54, 897.38, 1139.17]"

"100 Hallet St, Boston, 2124",-71.04753,42.280725,0,119585.82,"[4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4188.99, 4326.83, 4476.06, 4485.54, 4608.85, 4810.63, 5092.18, 5453.84, 5699.28, 6672.14, 8405.92, 9365.560000000001]"

"100 Intervale St, Boston, 2121",-71.076974,42.310465,0,33454.03,"[1175.0, 1175.0, 1175.0, 1175.0, 1175.0, 1175.0, 1175.0, 1175.0, 1175.0, 1175.0, 1175.0, 1175.0, 1175.0, 1175.0, 1175.0, 1175.0, 1175.0, 1175.0, 1175.0, 1323.2, 1437.01, 1514.26, 1820.43, 2366.06, 2668.07]"

"100 Leo M Birmingham Pkwy, Boston, 2135",-71.149955,42.358285,676,254996.06,"[5160.0, 5160.0, 5160.0, 5160.0, 5623.66, 6180.5, 6900.64, 7601.46, 8234.3, 9117.220000000001, 9020.74, 9405.08, 10186.04, 10714.94, 11100.68, 11518.279999999999, 11544.8, 11889.880000000001, 12454.58, 13113.48, 13619.52, 13962.960000000001, 15324.22, 17750.16, 19092.92]"

"100-110 Lincoln St, Boston, 2135",-71.142446,42.358269,288394,4304493.36,"[169000.0, 169000.0, 169000.0, 169000.0, 169000.0, 169000.0, 169000.0, 169000.0, 169000.0, 169000.0, 169000.0, 169000.0, 169000.0, 169000.0, 169000.0, 169000.0, 169000.0, 169000.0, 169000.0, 169000.0, 169000.0, 169000.0, 179528.0, 198290.24, 208675.12]"

"40-42 Symphony Rd, Boston, 2115",-71.088408,42.342849,238396,3411973.2800000003,"[96000.0, 96000.0, 96000.0, 98416.0, 101944.56, 106182.04000000001, 111662.24, 116995.44, 121811.32, 128530.12, 127796.0, 130720.76000000001, 136663.8, 140688.76, 143624.08000000002, 146802.08000000002, 147003.88, 149629.91999999998, 153927.16, 158941.4, 162792.36000000002, 165405.88, 175764.96, 194226.12, 204444.4]"

"100 Meadow Rd, Boston, 2136",-71.128694,42.232144,666924,8225042.959999999,"[315000.0, 315000.0, 315000.0, 315000.0, 315000.0, 315000.0, 315000.0, 315000.0, 315000.0, 315000.0, 315000.0, 315000.0, 315000.0, 315000.0, 315000.0, 315000.0, 315369.96, 320184.8, 328063.68, 337257.2, 344317.84, 349109.64, 368102.8, 401951.04, 420686.0]"

"100 Northern Ave, Boston, 2210",-71.043845,42.351094,42283506,460312482.44000006,"[17825000.0, 17825000.0, 17825000.0, 17825000.0, 17825000.0, 17825000.0, 17825000.0, 17825000.0, 17825000.0, 17825000.0, 17825000.0, 17825000.0, 17825000.0, 17825000.0, 17825000.0, 17825000.0, 17825000.0, 17825000.0, 18200479.96, 18638611.48, 18975096.52, 19203457.68, 20108605.16, 21721693.6, 22614538.04]"

"100 Pierce St, Boston, 2136",-71.11651,42.257872,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"100 Pleasant St, Boston, 2125",-71.05889,42.312191,0,9145.32,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 176.49, 259.32, 264.58, 333.02, 445.01, 575.69, 676.0500000000001, 744.17, 1014.14, 1495.27, 1761.58]"

"100 South St #1, Boston, 2111",-71.057175,42.351004,0,2381.38,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63.93, 124.7, 365.56, 794.8000000000001, 1032.39]"

"185 Devonshire St #503, Boston, 2110",-71.057339,42.356022,0,44130.45000000001,"[1550.0, 1550.0, 1550.0, 1550.0, 1550.0, 1550.0, 1550.0, 1550.0, 1550.0, 1550.0, 1550.0, 1550.0, 1550.0, 1550.0, 1550.0, 1550.0, 1550.0, 1550.0, 1687.54, 1848.05, 1971.31, 2054.9700000000003, 2386.55, 2977.48, 3304.55]"

"100 Summer St, Boston, 2110",-71.057662,42.353622,73094832,820889056.28,"[32185000.0, 32185000.0, 32185000.0, 32185000.0, 32185000.0, 32185000.0, 32185000.0, 32185000.0, 32185000.0, 32185000.0, 32185000.0, 32185000.0, 32185000.0, 32185000.0, 32185000.0, 32185000.0, 32185000.0, 32185000.0, 32185000.0, 32185000.0, 32765320.0, 33159163.84, 34720229.52, 37502247.88, 39042095.04]"

"100 Beacon St #PHB, Boston, 2116",-71.073063,42.355395,676821,8194656.92,"[305000.0, 305000.0, 305000.0, 305000.0, 305000.0, 305000.0, 305000.0, 305000.0, 305000.0, 305000.0, 305000.0, 305000.0, 305000.0, 312560.0, 318073.4, 324042.56, 324421.60000000003, 329354.08, 337425.52, 346843.72000000003, 354076.92, 358985.84, 378443.16000000003, 413118.64, 432311.48]"

"100 Walnut Ave, Boston, 2119",-71.08555,42.321486,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"100 Washington St #11, Boston, 2135",-71.14423,42.344346,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"100 Washington St #13, Boston, 2135",-71.143872,42.344266,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"100 Blue Hill Ave, Boston, 2119",-71.077234,42.321605,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"100-102 Princeton St, Boston, 2128",-71.035873,42.377649,0,50980.81,"[1900.0, 1900.0, 1900.0, 1900.0, 1900.0, 1900.0, 1900.0, 1900.0, 1900.0, 1900.0, 1900.0, 1900.0, 1900.0, 1900.0, 1900.0, 1900.0, 1900.0, 1900.0, 1900.0, 1900.0, 2024.2, 2108.4900000000002, 2442.58, 3037.9900000000002, 3367.55]"

"100 Dorchester St #100, Boston, 2127",-71.049426,42.333592,12126,237107.19999999998,"[9000.0, 9000.0, 9000.0, 9000.0, 9000.0, 9000.0, 9000.0, 9000.0, 9000.0, 9000.0, 9000.0, 9000.0, 9000.0, 9000.0, 9000.0, 9000.0, 9000.0, 9000.0, 9000.0, 9000.0, 9432.0, 9725.18, 10887.26, 12958.24, 14104.52]"

