first_year_payment,yearly_payments,down_payment,adjusted_price,lat,lon,price,usage,style
7926933,147794,7779139,9639367,42.357555,-71.067477,5700000,1-FAM RES,ROW-MIDDLE
1054733,254358,800375,4001873,42.341348,-71.079032,3300000,CONDOMINIUM,ROW-MIDDLE
1054733,254358,800375,4001873,42.341348,-71.079032,3300000,CONDOMINIUM,ROW-MIDDLE
1054733,254358,800375,4001873,42.341348,-71.079032,3300000,CONDOMINIUM,ROW-MIDDLE
1054733,254358,800375,4001873,42.341348,-71.079032,3300000,CONDOMINIUM,ROW-MIDDLE
1054733,254358,800375,4001873,42.341348,-71.079032,3300000,CONDOMINIUM,ROW-MIDDLE
1054733,254358,800375,4001873,42.341348,-71.079032,3300000,CONDOMINIUM,ROW-MIDDLE
1054733,254358,800375,4001873,42.341348,-71.079032,3300000,CONDOMINIUM,ROW-MIDDLE
382925,92345,290580,1452898,42.341348,-71.079032,1170000,CONDOMINIUM,ROW-MIDDLE
609871,102551,507320,1798095,42.364386,-71.056563,1400000,3-FAM RES,SEMI DETACHD
28672,6914,21758,108790,42.322303,-71.080957,76650,3-FAM RES,SEMI DETACHD
100747,24296,76451,382255,42.342777,-71.094816,340000,CONDOMINIUM,LOW-RISE
139608,33667,105941,529704,42.343631,-71.074276,450000,CONDOMINIUM,ROW-MIDDLE
1641142,395776,1245366,6226830,42.354908,-71.074857,4000000,CONDOMINIUM,ROW-END
2007673,18257,1989416,2219220,42.3272,-71.100636,1830000,3-FAM RES,DECKER
712660,57808,654852,1382465,42.31782,-71.056732,1140000,1-FAM RES,COLONIAL
410082,55254,354828,1050290,42.343407,-71.070022,740000,CONDOMINIUM,ROW-MIDDLE
368182,88790,279392,1396959,42.358036,-71.051007,1000000,CONDOMINIUM,HIGH-RISE
368182,88790,279392,1396959,42.357947,-71.050993,1000000,CONDOMINIUM,HIGH-RISE
238751,122531,116220,1658472,42.329708,-71.100399,1290000,3-FAM RES,CONVENTIONAL
201395,48568,152827,764131,42.324893,-71.0575,585000,3-FAM RES,DECKER
177714,42857,134857,674285,42.336854,-71.039841,525000,CONDOMINIUM,TOWNHOUSE
711156,171501,539655,2698272,42.360834,-71.066374,2400000,1-FAM RES,ROW-MIDDLE
143864,34694,109170,545850,42.330817,-71.053516,425000,1-FAM RES,CONVENTIONAL
307480,82624,224856,1264815,42.352926,-71.168899,1125000,2-FAM RES,CONVENTIONAL
50304,12131,38173,190863,42.339795,-71.15247,141000,CONDOMINIUM,LOW-RISE
456980,110204,346776,1733877,42.349153,-71.068254,1350000,1-FAM RES,ROW-MIDDLE
93803,42860,50943,590406,42.380457,-71.036606,452000,3-FAM RES,SEMI DETACHD
232861,56156,176705,883521,42.322166,-71.058001,625000,2-FAM RES,TWO FAMILY
176735,42621,134114,670568,42.290934,-71.045534,540000,1-FAM RES,CONDO/APT
167079,40292,126787,633935,42.291003,-71.045612,500000,1-FAM RES,CONDO/APT
1192497,227258,965239,3825643,42.360257,-71.067722,3250000,4-8 UNIT APT,CONDO/APT
269380,64963,204417,1022082,42.319261,-71.059023,795000,3-FAM RES,DECKER
221823,53494,168329,841641,42.294527,-71.146184,715000,1-FAM RES,CAPE COD
198223,47803,150420,752098,42.376514,-71.038977,585000,3-FAM RES,SEMI DETACHD
61878,14922,46956,234776,42.30194,-71.066762,160000,3-FAM RES,DECKER
383459,92474,290985,1454921,42.332086,-71.107398,1236000,2-FAM RES,CONVENTIONAL
232681,56113,176568,882840,42.332928,-71.049808,750000,CONDOMINIUM,ROW-END
124097,29927,94170,470848,42.332928,-71.049808,400000,CONDOMINIUM,ROW-END
674211,162592,511619,2558094,42.358253,-71.069789,2060000,CONDOMINIUM,ROW-MIDDLE
196332,47347,148985,744925,42.309332,-71.062483,580000,3-FAM RES,DECKER
44552,10744,33808,169039,42.339795,-71.15247,127500,CONDOMINIUM,LOW-RISE
306085,59243,246842,992512,42.328539,-71.091326,772000,2-FAM RES,CONVENTIONAL
86668,20900,65768,328839,42.343264,-71.144747,218000,CONDOMINIUM,LOW-RISE
215618,51998,163620,818099,42.350158,-71.083678,695000,CONDOMINIUM,ROW-MIDDLE
320416,77271,243145,1215725,42.341304,-71.158926,860000,2-FAM RES,CONVENTIONAL
104741,25259,79482,397407,42.34988,-71.084357,280000,CONDOMINIUM,ROW-MIDDLE
214828,51807,163021,815102,42.350158,-71.083678,725000,CONDOMINIUM,ROW-MIDDLE
225010,54263,170747,853733,42.321373,-71.092559,704000,1-FAM RES,COLONIAL
164362,39637,124725,623624,42.361009,-71.06812,425000,CONDOMINIUM,ROW-MIDDLE
132960,32064,100896,504478,42.293855,-71.061625,416000,1-FAM RES,COLONIAL
183280,44199,139081,695404,42.309115,-71.074196,560000,3-FAM RES,SEMI DETACHD
30325,7313,23012,115059,42.367737,-71.03316,85000,3-FAM RES,DECKER
266870,64358,202512,1012559,42.349253,-71.084215,850000,CONDOMINIUM,MID-RISE
1495798,360725,1135073,5675365,42.350341,-71.084721,5048000,CONDOMINIUM,ROW-MIDDLE
2571337,352562,2218775,6656324,42.351508,-71.083358,5250000,9 + UNIT APT,CONDO/APT
201798,58115,143683,875159,42.367886,-71.037238,670000,3-FAM RES,SEMI DETACHD
327428,78962,248466,1242329,42.367886,-71.037238,1105000,3-FAM RES,SEMI DETACHD
407510,98274,309236,1546178,42.353145,-71.080573,1275000,CONDOMINIUM,MID-RISE
407510,98274,309236,1546178,42.353145,-71.080573,1275000,CONDOMINIUM,MID-RISE
322159,77691,244468,1222339,42.346859,-71.074162,875000,CONDOMINIUM,MID-RISE
391529,94420,297109,1485544,42.353091,-71.081484,1225000,CONDOMINIUM,MID-RISE
651893,157209,494684,2473416,42.349819,-71.084583,2200000,CONDOMINIUM,ROW-MIDDLE
126388,30479,95909,479542,42.314485,-71.104655,373000,CONDOMINIUM,DECKER
218392,52667,165725,828625,42.338128,-71.048504,625000,3-FAM RES,DECKER
344997,65371,279626,1102434,42.340767,-71.159215,857500,2-FAM RES,CONVENTIONAL
1021241,108746,912495,2281237,42.344506,-71.139055,1915000,3-FAM RES,DECKER
396785,95688,301097,1505482,42.344506,-71.139055,1171000,3-FAM RES,DECKER
336149,81065,255084,1275420,42.30655,-71.127101,962000,1-FAM RES,SPLIT LEVEL
119793,54483,65310,751069,42.367639,-71.03715,575000,3-FAM RES,DECKER
349494,67098,282396,1126931,42.335169,-71.048998,850000,2-FAM RES,CONVENTIONAL
1502196,362268,1139928,5699638,42.308494,-71.05884,4700000,3-FAM RES,CONVENTIONAL
1502196,362268,1139928,5699638,42.308262,-71.058658,4700000,MXU RES+COM,CONDO/APT
134187,32360,101827,509135,42.388101,-71.005448,410000,1-FAM RES,CAPE COD
407898,98368,309530,1547646,42.313901,-71.103049,1205000,3-FAM RES,CONDO/APT
63944,52701,11243,674568,42.324967,-71.072222,600000,3-FAM RES,SEMI DETACHD
211712,51056,160656,803280,42.343402,-71.081901,475000,CONDOMINIUM,ROW-MIDDLE
78282,20428,57854,314981,42.307253,-71.117238,245000,CONDOMINIUM,FREE-STANDNG
806628,194525,612103,3060515,42.329129,-71.058124,2600000,3-FAM RES,CONVENTIONAL
106674,25725,80949,404744,42.297507,-71.059507,260000,CONDOMINIUM,FREE-STANDNG
293866,40292,253574,760722,42.313018,-71.066763,600000,3-FAM RES,DECKER
145515,35092,110423,552111,42.285986,-71.051473,389000,1-FAM RES,COLONIAL
2090153,402299,1687854,6751414,42.350445,-71.086614,5325000,1-FAM RES,ROW-MIDDLE
672775,129491,543284,2173138,42.309574,-71.061178,1750000,OTHER EXEMPT,CONVENTIONAL
120553,29072,91481,457401,42.390067,-70.999864,345000,2-FAM RES,TWO FAMILY
68181,16442,51739,258694,42.390421,-71.011549,183000,3-FAM RES,CONVENTIONAL
250858,60496,190362,951806,42.354229,-71.073315,799000,CONDOMINIUM,ROW-MIDDLE
154563,43943,110619,553098,42.300187,-71.084598,408600,3-FAM RES,CONVENTIONAL
91689,22111,69578,347886,42.280358,-71.150329,257000,2-FAM RES,CONVENTIONAL
418955,53868,365087,1043106,42.285647,-71.133778,840000,3-FAM RES,CONVENTIONAL
228773,55170,173603,868013,42.306934,-71.064088,699000,1-FAM RES,COLONIAL
42975,34877,8098,447082,42.303368,-71.107166,315000,CONDOMINIUM,DECKER
222914,53757,169157,845785,42.384922,-71.004133,710000,2-FAM RES,CONVENTIONAL
155120,37408,117712,588560,42.312806,-71.113505,500000,1-FAM RES,COLONIAL
263705,63594,200111,1000552,42.294281,-71.051245,850000,2-FAM RES,CONVENTIONAL
1129140,272302,856838,4284187,42.358756,-71.069779,3450000,1-FAM RES,ROW-MIDDLE
397619,76531,321088,1284353,42.315946,-71.055019,1000000,3-FAM RES,CONVENTIONAL
1367790,96193,1271597,2482345,42.357961,-71.072078,1999000,CONDOMINIUM,ROW-MIDDLE
24546,5919,18627,93134,42.339305,-71.049301,75000,CONDOMINIUM,FREE-STANDNG
55886,13477,42409,212045,42.323658,-71.096342,150000,3-FAM RES,SEMI DETACHD
745782,143543,602239,2408955,42.377077,-71.039291,1900000,9 + UNIT APT,CONDO/APT
745782,143543,602239,2408955,42.377111,-71.039292,1900000,9 + UNIT APT,CONDO/APT
263705,63594,200111,1000552,42.330247,-71.055128,850000,2-FAM RES,CONVENTIONAL
532573,51889,480684,1133788,42.322568,-71.103107,868000,3-FAM RES,CONVENTIONAL
215344,25944,189400,515952,42.330127,-71.054885,395000,1-FAM RES,ROW-END
920263,201538,718725,3255400,42.349146,-71.084602,1925000,MXU COM+RES,CONDO/APT
215877,52060,163817,819081,42.342622,-71.069779,543000,CONDOMINIUM,ROW-MIDDLE
185196,44661,140535,702675,42.367125,-71.035728,625000,MXU RES+COM,RAISED CAPE
89046,21474,67572,337858,42.290875,-71.074556,239000,3-FAM RES,DECKER
425473,102606,322867,1614331,42.339327,-71.048191,1300000,3-FAM RES,SEMI DETACHD
185239,44672,140567,702835,42.35025,-71.085384,590000,CONDOMINIUM,ROW-MIDDLE
1737147,342489,1394658,5705420,42.364335,-71.051657,4500000,9 + UNIT APT,CONDO/APT
27954,6741,21213,106064,42.376489,-71.039153,80000,CONDOMINIUM,ROW-MIDDLE
153748,37077,116671,583352,42.34991,-71.086243,440000,CONDOMINIUM,ROW-MIDDLE
421181,101571,319610,1598047,42.352999,-71.081112,1243000,CONDOMINIUM,MID-RISE
236734,57090,179644,898220,42.35025,-71.085384,577000,CONDOMINIUM,ROW-MIDDLE
67249,16217,51032,255160,42.375845,-71.034668,180500,3-FAM RES,DECKER
163388,31447,131941,527762,42.271072,-71.08521,425000,2-FAM RES,DUPLEX
825155,266371,558784,3911487,42.351391,-71.083809,2800000,9 + UNIT APT,CONDO/APT
123000,29662,93338,466686,42.380273,-71.028888,363000,1-FAM RES,ROW-END
301160,85622,215538,1077690,42.307677,-71.065608,850000,MXU RES+COM,CONDO/APT
1336639,322342,1014297,5071485,42.350179,-71.085632,4000000,CONDOMINIUM,ROW-MIDDLE
975880,235000,740880,3698724,42.351588,-71.083782,2606000,1-FAM RES,ROW-MIDDLE
2151650,518890,1632760,8163800,42.351751,-71.083156,6350000,1-FAM RES,ROW-END
203305,49028,154277,771382,42.367292,-71.032643,600000,3-FAM RES,DECKER
1290553,311228,979325,4896623,42.350179,-71.085632,3450000,CONDOMINIUM,ROW-MIDDLE
2237716,539645,1698071,8490352,42.352948,-71.082034,6500000,9 + UNIT APT,CONDO/APT
347847,83886,263961,1319802,42.342483,-71.069819,975000,CONDOMINIUM,ROW-END
90851,21909,68942,344708,42.286115,-71.167141,260000,1-FAM RES,COLONIAL
125688,30310,95378,476889,42.293929,-71.060612,325000,3-FAM RES,DECKER
263818,63622,200196,1000979,42.351567,-71.083864,755000,CONDOMINIUM,ROW-MIDDLE
165660,39950,125710,628548,42.351567,-71.083864,442855,CONDOMINIUM,ROW-MIDDLE
163644,39464,124180,620896,42.283722,-71.08285,500000,3-FAM RES,CONVENTIONAL
78548,18942,59606,298030,42.283722,-71.08285,240000,3-FAM RES,CONVENTIONAL
123215,29714,93501,467504,42.339181,-71.047958,364000,1-FAM RES,SEMI DETACHD
1497038,361024,1136014,5680068,42.349051,-71.084935,3765531,MXU COM+RES,CONDO/APT
342817,82673,260144,1300718,42.317644,-71.09662,1105000,4-8 UNIT APT,CONDO/APT
27108,6537,20571,102851,42.314057,-71.054771,80000,CONDOMINIUM,FREE-STANDNG
162973,39302,123671,618354,42.294867,-71.075749,550000,3-FAM RES,DECKER
142229,70584,71645,960062,42.376894,-71.03222,735000,MXU RES+COM,CONDO/APT
4309038,646070,3662968,11794766,42.349367,-71.149092,9029776,9 + UNIT APT,CONDO/APT
80104,19317,60787,303931,42.325072,-71.107906,215000,<BLANK>,TWO FAMILY
710622,136775,573847,2295386,42.337173,-71.03845,1950000,2-FAM RES,CONVENTIONAL
80228,19347,60881,304401,42.311202,-71.059199,180000,3-FAM RES,SEMI DETACHD
190023,45825,144198,720986,42.380062,-71.028368,612500,2-FAM RES,TWO FAMILY
1257542,303267,954275,4771373,42.357637,-71.068373,3715000,1-FAM RES,ROW-MIDDLE
289872,69905,219967,1099835,42.329784,-71.097568,812500,3-FAM RES,DECKER
135745,26127,109618,438469,42.375772,-71.035979,390000,1-FAM RES,ROW-MIDDLE
69952,16869,53083,265411,42.285248,-71.070993,187000,2-FAM RES,CONVENTIONAL
235473,56786,178687,893434,42.35337,-71.062604,750000,CONDOMINIUM,MID-RISE
201657,48631,153026,765128,42.353283,-71.063135,650000,CONDOMINIUM,MID-RISE
201751,48654,153097,765485,42.35337,-71.062604,565500,CONDOMINIUM,MID-RISE
447462,107909,339553,1697764,42.34364,-71.068978,1400000,1-FAM RES,ROW-MIDDLE
390886,94265,296621,1483102,42.318981,-71.054341,1245000,3-FAM RES,DECKER
898166,52859,845307,1510624,42.342059,-71.081173,1175000,CONDOMINIUM,ROW-END
59612,14375,45237,226181,42.309193,-71.065043,160000,3-FAM RES,DECKER
1313352,316726,996626,4983126,42.353258,-71.074211,3396000,CONDOMINIUM,ROW-MIDDLE
88230,21277,66953,334764,42.354684,-71.150013,252500,CONDOMINIUM,LOW-RISE
83488,20133,63355,316771,42.254362,-71.125393,210000,4-8 UNIT APT,CONDO/APT
485737,39401,446336,942264,42.366538,-71.059491,570000,CONDOMINIUM,HIGH-RISE
341977,50366,291611,925546,42.325575,-71.077906,730000,3-FAM RES,ROW-MIDDLE
121454,29289,92165,460821,42.314692,-71.081956,380000,2-FAM RES,TWO FAMILY
179925,43390,136535,682673,42.35337,-71.062604,531000,CONDOMINIUM,MID-RISE
157508,37984,119524,597619,42.353687,-71.138183,371276,CONDOMINIUM,MID-RISE
161750,39007,122743,613715,42.353765,-71.138066,381276,CONDOMINIUM,MID-RISE
340762,82177,258585,1292922,42.337753,-71.033401,1150000,CONDOMINIUM,LOW-RISE
60225,14523,45702,228509,42.312872,-71.072682,161000,2-FAM RES,CONVENTIONAL
880110,212246,667864,3339319,42.367496,-71.057044,2600000,4-8 UNIT APT,CONDO/APT
111687,26934,84753,423763,42.282433,-71.094428,360000,2-FAM RES,TWO FAMILY
278295,67113,211182,1055906,42.296094,-71.061137,700000,4-8 UNIT APT,CONDO/APT
165166,38378,126788,609846,42.314923,-71.058274,481000,CONDOMINIUM,DECKER
113027,27257,85770,428848,42.336973,-71.046867,360000,1-FAM RES,CONVENTIONAL
155711,37551,118160,590802,42.331465,-71.040737,460000,CONDOMINIUM,ROW-MIDDLE
266974,35904,231070,682986,42.322192,-71.077127,550000,2-FAM RES,SEMI DETACHD
296826,71582,225244,1126218,42.363853,-71.057592,876000,3-FAM RES,CONDO/APT
452481,87090,365391,1461564,42.282941,-71.072239,1300000,3-FAM RES,DECKER
627178,32732,594446,1006438,42.282941,-71.072239,855000,3-FAM RES,DECKER
679934,111610,568324,1973111,42.282582,-71.088667,1755000,4-8 UNIT APT,CONDO/APT
281045,67776,213269,1066344,42.337311,-71.048348,685000,MXU COM+RES,CONDO/APT
251612,107929,143683,1502139,42.333944,-71.102995,1150000,CONDOMINIUM,ROW-MIDDLE
251612,107929,143683,1502139,42.333944,-71.102995,1150000,CONDOMINIUM,ROW-MIDDLE
829480,200036,629444,3147220,42.337677,-71.075756,2325000,MXU RES+COM,RAISED CAPE
49234,11873,37361,186804,42.317207,-71.0543,120000,1-FAM RES,CONVENTIONAL
86882,20952,65930,329646,42.268769,-71.119723,260000,1-FAM RES,RANCH
356778,86040,270738,1353689,42.324426,-71.058068,1150000,3-FAM RES,DECKER
1898640,200978,1697662,4227292,42.288664,-71.063288,3760000,9 + UNIT APT,CONDO/APT
507755,122449,385306,1926530,42.288664,-71.063288,1500000,9 + UNIT APT,CONDO/APT
757910,182776,575134,2875667,42.363442,-71.053474,2239000,4-8 UNIT APT,CONDO/APT
459288,110761,348527,1742633,42.322192,-71.077127,1550000,2-FAM RES,SEMI DETACHD
459288,110761,348527,1742633,42.322183,-71.077104,1550000,2-FAM RES,SEMI DETACHD
133378,37920,95457,477288,42.380555,-71.063559,360000,1-FAM RES,COLONIAL
133664,32234,101430,507148,42.312634,-71.125152,400000,1-FAM RES,CONTEMPORARY
183613,96687,86926,1303883,42.312634,-71.125152,1050000,1-FAM RES,CONTEMPORARY
323496,43288,280208,825055,42.294192,-71.0811,530000,4-8 UNIT APT,CONDO/APT
2134961,514865,1620096,8100476,42.357413,-71.067683,6800000,3-FAM RES,ROW-MIDDLE
30924,7457,23467,117331,42.317497,-71.096181,83000,CONDOMINIUM,TOWNHOUSE
718817,173349,545468,2727337,42.352928,-71.07292,2249000,CONDOMINIUM,ROW-MIDDLE
911168,219736,691432,3457160,42.341755,-71.079273,3075000,2-FAM RES,ROW-MIDDLE
208850,50366,158484,792419,42.382694,-71.03878,625000,2-FAM RES,CONDO/APT
418938,8159,410779,513473,42.312504,-71.108008,319000,CONDOMINIUM,DECKER
376355,48518,327837,938515,42.314357,-71.100646,730000,3-FAM RES,CONVENTIONAL
355811,85807,270004,1350020,42.348759,-71.06745,955000,3-FAM RES,ROW-MIDDLE
761224,119048,642176,2140587,42.358036,-71.051007,1665000,CONDOMINIUM,HIGH-RISE
200247,40056,160191,664359,42.291233,-71.059717,535000,1-FAM RES,COLONIAL
763883,184217,579666,2898326,42.36275,-71.051389,2390000,CONDOMINIUM,MID-RISE
434678,104826,329852,1649257,42.323104,-71.090178,1360000,RES DEV LAND,CONVENTIONAL
428485,51927,376558,1030145,42.352558,-71.130359,812500,2-FAM RES,CONDO/APT
218754,42104,176650,706601,42.358783,-71.14047,522000,3-FAM RES,CONVENTIONAL
37127,8953,28174,140866,42.319315,-71.088361,106250,CONDOMINIUM,FREE-STANDNG
115983,18138,97845,326147,42.33099,-71.112546,246000,CONDOMINIUM,ROW-MIDDLE
1586028,37104,1548924,2015936,42.357232,-71.070865,1295000,CONDOMINIUM,ROW-MIDDLE
119888,28912,90976,454879,42.300125,-71.116577,310000,1-FAM RES,COLONIAL
130915,31571,99344,496717,42.316384,-71.057845,400000,1-FAM RES,COLONIAL
375133,90466,284667,1423331,42.343865,-71.06958,970000,3-FAM RES,ROW-MIDDLE
59943,14455,45488,227439,42.346956,-71.155961,155000,1-FAM RES,COLONIAL
1598080,385391,1212689,6063445,42.355512,-71.136555,5000000,MXU RES+COM,CONDO/APT
223771,53964,169807,849035,42.379071,-71.061407,650000,1-FAM RES,SEMI DETACHD
154919,37360,117559,587793,42.379251,-71.061269,450000,1-FAM RES,COLONIAL
294729,71076,223653,1118265,42.380605,-71.027619,950000,3-FAM RES,DECKER
247649,70408,177240,886203,42.326095,-71.05802,690000,3-FAM RES,DECKER
519617,136441,383176,2100507,42.329656,-71.054453,1656720,3-FAM RES,DECKER
471820,49040,422780,1040037,42.351339,-71.068283,615000,CONDOMINIUM,ROW-MIDDLE
97839,23594,74245,371224,42.315331,-71.086445,280000,3-FAM RES,DECKER
231737,36241,195496,651651,42.315331,-71.086445,498888,3-FAM RES,DECKER
2156181,519982,1636199,8180992,42.351851,-71.070215,6950000,CONDOMINIUM,HIGH-RISE
777306,187454,589852,2949259,42.351851,-71.070215,2375000,CONDOMINIUM,HIGH-RISE
145194,35014,110180,550897,42.365011,-71.051232,490000,CONDOMINIUM,MID-RISE
503040,121312,381728,1908636,42.365011,-71.051232,1410000,CONDOMINIUM,MID-RISE
3287867,315636,2972231,6945014,42.351352,-71.083959,5900000,9 + UNIT APT,CONDO/APT
54161,13061,41100,205499,42.380324,-71.028755,155000,1-FAM RES,ROW-END
151096,36438,114658,573288,42.344375,-71.140589,339000,CONDOMINIUM,MID-RISE
987614,238172,749442,3747209,42.378656,-71.039908,3090000,MANUFACTURNG,CONDO/APT
1844561,444832,1399729,6998642,42.352767,-71.082359,6225000,CONDOMINIUM,LOW-RISE
948208,228669,719539,3597695,42.352767,-71.082359,3200000,CONDOMINIUM,LOW-RISE
133631,32226,101405,507025,42.300647,-71.115951,418100,CONDOMINIUM,FREE-STANDNG
754687,118026,636661,2122205,42.344671,-71.139312,1750000,3-FAM RES,DECKER
2599914,147794,2452120,4312348,42.354411,-71.074474,2550000,CONDOMINIUM,ROW-END
668320,161171,507149,2535742,42.350074,-71.086003,2000000,CONDOMINIUM,ROW-MIDDLE
522092,125907,396185,1980925,42.350074,-71.086003,1350000,CONDOMINIUM,ROW-MIDDLE
863403,208217,655186,3275928,42.341948,-71.068372,2750000,CONDOMINIUM,MID-RISE
433511,104545,328966,1644830,42.352876,-71.082308,995000,CONDOMINIUM,ROW-MIDDLE
1030953,248623,782330,3911649,42.342321,-71.07008,3150000,4-8 UNIT APT,CONDO/APT
194965,47017,147948,739740,42.367625,-71.036637,610000,3-FAM RES,ROW-MIDDLE
2176178,436981,1739197,7239295,42.327895,-71.077495,6150000,MXU RES+COM,CONDO/APT
303723,73245,230478,1152387,42.312061,-71.110712,1025000,2-FAM RES,TWO FAMILY
185377,44705,140672,703359,42.378209,-71.031814,580000,3-FAM RES,ROW-MIDDLE
692035,166890,525145,2625725,42.352852,-71.0824,1850000,CONDOMINIUM,ROW-MIDDLE
376380,90767,285613,1428062,42.333197,-71.037218,1150000,4-8 UNIT APT,ROW-MIDDLE
340843,82197,258646,1293228,42.350246,-71.080415,1020000,CONDOMINIUM,MID-RISE
219925,62526,157399,786996,42.378637,-71.030931,700000,3-FAM RES,ROW-MIDDLE
472831,114027,358804,1794017,42.333197,-71.037218,1506000,4-8 UNIT APT,ROW-MIDDLE
125656,30303,95353,476765,42.337307,-71.045815,365000,1-FAM RES,SEMI DETACHD
242175,58402,183773,918861,42.340892,-71.159407,650000,2-FAM RES,CONVENTIONAL
237455,57264,180191,900954,42.340914,-71.159394,614000,2-FAM RES,TWO FAMILY
1069885,187044,882841,3237083,42.364663,-71.051667,2750000,9 + UNIT APT,CONDO/APT
1113800,214377,899423,3597695,42.338584,-71.050694,3200000,MXU RES+COM,CONDO/APT
208850,50366,158484,792419,42.350359,-71.048463,625000,CONDOMINIUM,MID-RISE
883638,213097,670541,3352703,42.351461,-71.08427,2400000,4-8 UNIT APT,ROW-MIDDLE
2762890,666296,2096594,10482970,42.351461,-71.08427,8800000,1-FAM RES,ROW-MIDDLE
533367,128626,404741,2023704,42.344861,-71.13942,1800000,3-FAM RES,CONVENTIONAL
123677,29825,93852,469257,42.289093,-71.069692,365000,2-FAM RES,CONVENTIONAL
204554,49330,155224,776120,42.320201,-71.055712,625000,3-FAM RES,CONVENTIONAL
220839,53257,167582,837906,42.351918,-71.168623,632000,2-FAM RES,CONVENTIONAL
89548,21595,67953,339764,42.298432,-71.072067,251000,3-FAM RES,CONVENTIONAL
313256,60293,252963,1011852,42.318851,-71.054975,900000,2-FAM RES,DUPLEX
493664,119051,374613,1873064,42.337204,-71.074312,1325000,1-FAM RES,ROW-MIDDLE
33893,8173,25720,128596,42.286688,-71.077956,95000,3-FAM RES,DECKER
223731,53954,169777,848882,42.294298,-71.055686,700000,2-FAM RES,CONVENTIONAL
66013,56870,9143,724945,42.381261,-71.038645,555000,3-FAM RES,DECKER
1016527,245144,771383,3856913,42.350059,-71.082524,3000000,3-FAM RES,ROW-END
314094,75746,238348,1191736,42.391103,-71.002291,1060000,3-FAM RES,DECKER
165978,40027,125951,629755,42.319804,-71.076194,475000,3-FAM RES,ROW-END
576910,139127,437783,2188915,42.312699,-71.112558,1837500,BOARDING HSE,CONDO/APT
967923,275188,692734,3463674,42.344787,-71.077767,2225000,3-FAM RES,ROW-MIDDLE
158370,66936,91434,933938,42.290029,-71.047086,715000,3-FAM RES,DECKER
296315,71459,224856,1124280,42.332808,-71.04915,1000000,3-FAM RES,DECKER
123086,29683,93403,467012,42.256612,-71.113551,300000,1-FAM RES,COLONIAL
112600,27154,85446,427226,42.294681,-71.07983,380000,CONDOMINIUM,DUPLEX
67064,16173,50891,254454,42.319001,-71.065695,180000,2-FAM RES,CONVENTIONAL
196756,47449,149307,746534,42.346353,-71.161045,551500,2-FAM RES,TWO FAMILY
621766,149944,471822,2359108,42.351851,-71.070215,1395000,CONDOMINIUM,HIGH-RISE
920456,221976,698480,3492399,42.356155,-71.072377,2500000,1-FAM RES,ROW-MIDDLE
2454652,591961,1862691,9313451,42.356155,-71.072377,7500000,1-FAM RES,ROW-MIDDLE
26141,6304,19837,99185,42.288134,-71.091113,60000,ACC LAND IMP,CONDO/APT
1516705,365767,1150938,5754689,42.339957,-71.157223,3815000,9 + UNIT APT,CONDO/APT
1516705,365767,1150938,5754689,42.339946,-71.157263,3815000,9 + UNIT APT,CONDO/APT
99659,87230,12429,1110358,42.34427,-71.140548,837500,GEN OFFICE,CONVENTIONAL
247702,59735,187967,939834,42.376968,-71.030746,775000,3-FAM RES,DECKER
358111,68926,289185,1156738,42.346532,-71.074241,815000,CONDOMINIUM,ROW-MIDDLE
218335,52653,165682,828408,42.334434,-71.054811,645000,CONDOMINIUM,LOW-RISE
162143,39102,123041,615205,42.33377,-71.053226,479000,1-FAM RES,COLONIAL
272610,65742,206868,1034337,42.380783,-71.029321,920000,3-FAM RES,DECKER
90262,21767,68495,342475,42.305213,-71.059132,220000,2-FAM RES,TWO FAMILY
251489,60648,190841,954202,42.335891,-71.151281,675000,CONDOMINIUM,MID-RISE
133012,55400,77612,774908,42.377378,-71.0393,639000,2-FAM RES,ROW-MIDDLE
170204,41046,129158,645786,42.344318,-71.140495,455000,CONDOMINIUM,MID-RISE
619675,149440,470235,2351174,42.352757,-71.082766,1800000,CONDOMINIUM,ROW-MIDDLE
138676,33443,105233,526166,42.32273,-71.103997,415000,CONDOMINIUM,LOW-RISE
1230886,192499,1038387,3461288,42.321476,-71.109988,2730000,MXU RES+COM,CONDO/APT
206190,49724,156466,782329,42.320287,-71.081377,630000,MXU RES+COM,RAISED CAPE
452864,109212,343652,1718260,42.314055,-71.100159,1230000,3-FAM RES,ROW-END
128485,22462,106023,388749,42.314023,-71.10019,275000,3-FAM RES,CONDO/APT
1930884,465650,1465234,7326166,42.352546,-71.078703,6150000,CONDOMINIUM,MID-RISE
981106,236602,744504,3722518,42.351398,-71.084514,2750000,1-FAM RES,ROW-MIDDLE
372555,58264,314291,1047637,42.377454,-71.039059,890000,3-FAM RES,ROW-MIDDLE
261045,62953,198092,990462,42.367287,-71.036342,675000,9 + UNIT APT,CONDO/APT
609841,147068,462773,2313865,42.290685,-71.073261,1825000,MXU COM+RES,CONDO/APT
236953,57143,179810,899047,42.286136,-71.144972,700000,SHOPCTR/MALL,CONDO/APT
104828,25280,79548,397740,42.345182,-71.139758,300000,CONDOMINIUM,LOW-RISE
1102727,265932,836795,4183975,42.348152,-71.050169,3300000,CONDOMINIUM,MID-RISE
1900143,458236,1441907,7209532,42.35273,-71.082136,5100000,9 + UNIT APT,ROW-MIDDLE
889065,214406,674659,3373295,42.35273,-71.082136,2298900,9 + UNIT APT,ROW-MIDDLE
